,Review,Sentiment,Number
32,"Decided to check this out from Yelp recommendations. When I arrived inside the front door, was greeted right away by the super friendly staff. We proceeded in the back for dining in. The menu had a wide assortment of tacos to choose from, a couple drink options and guacamole. I ordered the quesadillas, the shrimp taco, carnitas and fish taco. Overall the taste of each of the tacos were great, loaded with flavor! The quesadillas was more different then your normal quesadillas, it was quite doughy but was oozing with cheese. I would definitely come back and would recommend to anyone who's looking for some quick tacos and a more quiet atmosphere.",2,32
643,Social distancing is in effect.  If I remember correctly you can't go inside the shop without wearing a mask.  People were lining up patiently today near 4:30 this afternoon.  The roast pork all gone.  Grabbed a duck.,2,643
584,"Pros: quick service, nice staff, great (fresh) ramen noodles 
Cons: dirty table, staff overworked, hard to get a table after lunch still, difficulty finding the best vegetarian/chicken options, some waiters can't communicate in English that well though are super nice and try hard 

Summary: I ordered chicken despite wanting vegetarian but am new to eating more veggie options so I tried to just get the Chicken stir fry. It was all chicken, too much salt and barely any veggies. I wouldn't go out of my way to eat here again but I'd be open to getting a ramen dish. My mom got beef so I couldn't really try it, I only tried the noodles. She loved her beef ramen so maybe that helps someone out there",1,584
219,"Service was horrible. I cant explain with the words. We waited a lot for everything. The bill came 15 minute after I asked. Pasta was extremley small but i cant understand this shit. Why dont you put more pastocon the plate ? Pasta is super cheap thing also there is no cheaper pasta than $22. Like just put some more that than i can say it worth! 

Terrible experience I dont reccomend to people go there.",0,219
217,"The pasta is really good. You can tell it's homemade once you take a bite. However, prices are quite high with portion sizes small. I ordered the duck pasta and felt I wanted more pasta but I guess it's filling but I don't think it's worth the price. I love my desserts but all their desserts were over $15 so I passed. The service was good and attentive.

They do not do separate cheques. Therefore, if you come with a large group be prepared to grab your calculators so you can split the bill easier. I'm a little annoyed that the host never checked me in with my open table reservation which resulted in a warning email from Open Table for a No Show. He did resolve it after the phone call but it was quite inconvenient to have to call the restaurant to have them fix the problem.",1,217
425,"Went on a Sunday night and there was already a line. We got a table for two within five minutes. For a Thai restaurant, I would have to say this place has an unusual ambience -- it's dimly lit with popular North American songs blasting on speakers throughout the restaurant, and can be quite loud. There is also a full bar here if that's your thing.

All in all, the food was great. The Gaeng Kiaw Wan 'In a Coconut' is a green curry dish served with rice and extra green curry in a bowl on the side (the waiter said it was because it can't all fit in the coconut). It is a dish more on the spicy side, but I would say it's still manageable. The coconut really gives this dish some character, and you can also scoop out some coconut meat with your spoon to eat as well. You can choose between chicken, beef, dish, or tofu & veggies.

Khao Soi is also a curry dish but it is a coconut curry dish. It is more sweet than spicy but still has a kick of spice to it. I like the combination of egg noodles and crunchy noodles. We got braised beef chunks (like the ones you put in beef stew), but you can choose between chicken or beef. I thought this dish might be overhyped when I was reading Yelp reviews prior to coming here, but it really is worth the hype.

Highly recommend this place for anyone looking to have Thai food in Toronto. I'll definitely be back again.",2,425
508,"Visited on a quiet Monday evening, service was incredibly fast and our server was very friendly. This place does not take credit/debit! Cash only! We ordered the pork and chives pan fried  dumplings and they were pretty good! Nothing special, just your average pan fried dumpling. Fair price - $10 for 12.",2,508
116,"Ordered take out on a Saturday evening; Chicken Wings ($12.99), Burrito De Carne Asada ($12.99), and the Quesadillas De Tinga ($8.99). Staff were not overly friendly, ignoring me upon entry, servicing a walk-in couple before me, and assuming I was a food delivery courier.... The portions were all small, especially the SIX wings, yes only 6, which tasted OK. The burrito was one of the worst I've had in the city, lacking any flavour, and the Quesadillas was average. The sour cream that came with the Quesadillas was also questionable as it tasted, and had the consistency of being watered down. At a $25 price point this meal might have garnered 3 stars.

I will never return.

Aside: I noticed they charge $8.50 for pints which I thought was pricey. For reference The Keg charges the same price their craft beer selection.",0,116
73,"Visited Mi Taco Taqueria for a quick snack - guacamole with chips ($4). The nachos did not tasted fresh. I felt like the guacamole and chips ratio is off. It was very disappointing. Perhaps the other items are better. 

Not a big fan. I may be back to give it a second chance to try the tacos.",1,73
531,"It's an interesting concept to see for fast food dumplings. It wasn't bad nor was it really good, but it was perfectly fine for a quick grab and go lunch. 

They all look so delicious, but when it came out, it was clear that it was either made hours before and reheated or just has been sitting out for a while..none of our dumplings were piping hot, and neither was the Soup inside the soup dumplings, which was a bummer. 

The fried chicken was hot and good, but we also ordered the mini sesame balls that tasted a bit like there was some chemical in there and it wasn't fully cooked through-- super gross.",1,531
417,"Giulietta has been high on my to-do list because I hear about it everywhere. Not only am I an avid fan of Top Chef Canada, where in season one Executive Chef Rob Rossi was the runner-up (he was my favourite on the show and should've won!) but the hype is real about this place in general. enRoute magazine chose them as #5 on Canada's Best New Restaurants 2018 list. Toronto Life has them on two lists; #33 on The City's 100 Best Restaurants 2018 and #3 on The Best New Restaurants 2019. And of course, the biggest of them all, they've landed at #9 on Canada's 100 Best Restaurants 2019. It has all certainly been more than enough to catch my attention. Giulietta (pronounced Julietta) is an Italian restaurant set on making classic dishes fresh and new again. And I was lucky enough to pay them a visit on a Saturday evening for my anniversary, no less.

The outside of this Little Italy-adjacent restaurant is fairly unassuming, however the inside is very sharp. A reservation is almost always a must. A lot of care and attention has gone into the stylish design of the space, creating a polished atmosphere. Muted tones are accented with copper metallics, with just a little bit of exposed brick for good measure. I was impressed by the stunning glass walk-in pantry placed right in the middle of the room. This truly added a market-quality feeling to the space and certainly invoked a certain Italian vibe. I also noted the various bar carts around the room, stocked full with gleaming bottles and glasses. The room feels quite adult and a little like an escape to Europe.

Seated at our cozy table for two, I eyed up the bustling activity in the open kitchen. Chef Rob Rossi himself did not appear to be present on this evening. Next, a thorough examination of the cutlery was in order. This might be one of the best little features to discover at Giulietta - many of the mismatched vintage flatwear are engraved with all sorts of adorable little sayings. I had a fork which read ""me too"" and an appropriately-printed spoon that said ""spoon me."" I absolutely loved this whimsical touch. Our friendly hostess and server wished us a happy anniversary repeatedly, which was incredibly sweet. I appreciated that there was no pretension to be found whatsoever, but on the other hand, I found the service almost slightly too casual. I liked that our server was quite laid-back but I found her delivery of information somewhat unpolished for a restaurant of this caliber. We were offered complimentary sparkling or still water to drink.

I was ready for a cocktail and easily selected the Giulietta Spritz (Quaglia berto aperitivo, prosecco & soda - $15.00) with the assumption that any signature drink has gotta be good. Made with a classic Italian aperitif, I loved the light, fresh bitterness. The essence was reminiscent of chinotto to me - one of my favourite flavours to accompany Italian food. The olive garnish was the perfect touch and the fact that I was provided with a small gold-rimmed dish for the pit was even better. Saluti!

The copper-embossed menu is one page long with well-laid out sections. It reads as an Italian meal should be consumed; with Primi, Secondi, and Contorni columns. Our server was helpful in suggesting some of the restaurant's top plates and my husband and I did our best to make well-rounded selections, attempting to taste as much variety as possible. Starting with the Spuntini (snacks) section, the Olive all' Ascolana (Fried Castelvetrano olives wrapped with sausage​ - $9.00) seemed like an obvious choice. This little dish was unexpected. I've never tried a sausage-wrapped olive before and I was here for it. Dusted with Pecorino, these savoury-briny bites were fried to perfection and incredibly unique.

From the same section, we also chose the Burrata Pugliese (Italian Burrata, rhubarb marmellata, gnocco fritto, black pepper &amp; basil - $27.00). It was easy to be enticed by the grilled octopus, but I had a good feeling about this one. I mean, gnocco fritto is always a major selling point in my book. Doesn't everyone love fried pillows of happiness? Burrata is a fresh Italian cow milk cheese made from mozzarella and cream. The result is an ultra-soft, practically spreadable cheese that tastes like heaven when seasoned with a bit of olive oil and salt. The gnocco fritto served as a vessel for the Burrata and a bit of rhubarb jam on top added a delightful tart sweetness. This is the perfect example of a plate that is so simple, and yet so perfect. I think that this dish was our favourite of the entire meal.

Moving to the Primi (first) section, it was time to get things going for real. All four pasta dishes on offer sounded amazing, but the Tonnarelli Cacio e Pepe (Traditional long Roman pasta, kampot black pepper &amp; Pecorino - $23.00) had to be the one. My husband and I adored this dish on our trip to Rome a few years ago and have a definite soft spot for it. An extremely simple pasta, it basically just involves cheese and pe",2,417
550,"Not for everyone, maybe an acquired taste. Had the Sichuan pickled basa as per other reviews and the flavours were just too strong. It would be nice to have a smaller portion version so new customers could try a wider spread and not feel so locked in. The single large $30 slightly tongue numbing, gingery sour soup was too much of a commitment for two people. Good initial taste but then it just becomes overwhelming. Definitely need a lot of rice for this dish.",0,550
460,"Still feeling very content from my dinner here last night.. the curry and Thai iced tea were so yummy!! 

I came with a friend on a Friday at 5:30. We were seated right away, having to share a long table with multiple pairs of people. Most of their seating consists of bigger tables so pairs needed to sit with other pairs pretty closely, which can be a bit uncomfortable for some, but as long as the food was good it wasn't an issue for me. 

I order the chicken Khao soi (mild spice) and a thai iced tea. I really enjoyed both. The khao soi was very tasty and flavourful, and the crunch was nice. I was surprised that the curry was pretty spicy though, considering I ordered mild. I was glad I didn't opt for anything spicier or else I probably would have suffered. My advice is to go for a lower level of spice because it is pretty strong, and you can always ask them to add more later. The lady beside me got the same thing but with medium spice and was regretting that decision. The Thai iced tea was the perfect cherry on top to accompany the spicy taste of the curry. Super refreshing and thirst quenching. 

It was notable that the pricing here is a bit steeper than what I'm used to for Thai food, but it's what you can expect when downtown. I'm also still dreaming about that khao soi and Thai iced tea so it was pretty worth it all in all.",2,460
610,"We ordered dim sums. They were all very good. But the service was a little slow: we had to ask twice for some tea, twice for the bill, and never got the sauce we asked for. It looks like no waiter in particular was in charge of our table.",1,610
665,"The food here was mediocre but the service was absolutely abysmal, to the point where I'm not even considering the food in the rating I'm giving. 

The server was extremely rude - I asked for an iced tea (canned drink) upon being seated after a 20 minute wait and the server legit said ""just order your drink when you order everything else"" and walked away, even though it was simply a canned drink that takes 1 minute to take out of the fridge. 

When it came time to order our meal, I asked for the drink again, which the server acknowledged. I didn't receive the drink during my whole meal and no one came to check on us so I wasn't able to reorder. 

When the bill came, they actually had the audacity to charge us for the drink that I never received, and when we asked them to take it off the bill they didn't come back with the bill for over 15 minutes, and didn't print a receipt for us because their ""machine was broken"". 

Honestly I'm not sure if we were charged for it, but a place that would allow their servers to talk to/treat customers like this is definitely not a place that I would recommend to others because it says a lot about the restaurant's values and culture, and the food is definitely not special enough to put up with this kind of service.",0,665
81,"Initially seen this restaurant off someone's Instagram, and wanted to visit. if you are looking for a vibe with good food this is a great spot. 

They have lunch special, my order was as followed:
Mexican Street Corn - fantastic !
Carne Asada & Achiote chicken tacos - great!
Peanut Butter Cookie I believe it was called - okay

Overall my experince here was very chill and enjoyable. Food was very good. Would recommend for nice chill day/night out.",2,81
209,"What a fantastic place! A hidden gem at that! We had reservations and once we arrived we were immediately seated upstairs in a dim area lit with candles. Our server was lovely and described the specials and menu in detail. I went with the Pappardelle Dei Castelli and Minestrone soup. We were brought some fresh bread and olive oil which was amazing. 

My soup was amazing. Not over done and was tasty. The entree was perfection. You can tell the noodles are homemade and wow that sauce was amazing- I opted for butter cream sauce versus the wine sauce that is typically included. Glad I went this route!! 

We had to try some dessert too so we all split the Gelato Affogato and Devils Chocolate Gelati. Both were satisfying and presented nicely. 

Love this intimate establishment and will definately be back!",2,209
4,"I've been duped by yelp reviews!! We were given recommendations for this place as a great lunch spot which was super cute inside and patio area was so inviting. The stars were for the decor and the one dish! 

Food we ordered:
Chile Rellenos- with rice and black beans- this was the star dish for sure, two large chille rellenos and delicious rice. Sauce was tasty as well. 

Guacamole- prepared guacamole probably mixed with fresh avocado, you can just tell it's from a bag because it's watery instead of creamy. Not special at all

Grilled fish tacos- this is so upsetting, they said it was bass, well it's not. If it was it's the mushiest bass I've ever eaten. Three little tacos that that hid the tiny piece of fish for $19 bucks! Sad don't get this

So disappointed",1,4
342,"Came here based on all the rave reviews and it lived up to the hype.

We started off with the muscles in white wine sauce which were really simple but tasty, and it's perfect for dipping your bread in too. For mains, I got the Giovanni pizza, and my friend got the Tasca. Of the two, I much preferred the Tasca. It's a pasta filled with mushrooms, spinach and brie & ricotta cheese.  The rosé sauce it is served with is delicious too.

Although the pizza was good - lots of flavourful toppings and really filling (I could only eat half) - I found it a little too salty and the crust was a bit too dense for my liking. Next time I visit I'd definitely get a pasta dish.

The atmosphere inside is nice - it could work for something classy but also something casual as well. There is also a bar in the middle of the restaurant so if you want to just come in and have a drink you can do that as well. The service was fast and all the staff were very polite.",2,342
334,"ugh i love this place so much but why is it so far and randomly located?!

If this was located in downtown Toronto, you can bet I'll go on a pasta diet for this place. Their pasta is insanely fresh (and you can see the team in the back cranking them out) but that also means it sells out fast.

I came 10 min before opening and there was already a line. By the time the store opened, there was a solid line building up behind me. You order at the cashier and they'll ask you if you're to-go or for here. If you ask for it for here, the nice thing is they won't make your pasta until there is a table ready. You can't sit until your food is ready which is nice in a way because no one can reserve the seat while their party is miles behind in the line. Once you are seated (if you're for here), your food will be ready in another 5-10 min.

A few helpful facts:
- This place is cash only 
- They change their menus pretty consistently 
- You should 1000% buy some extra pasta to bring home even if you're not sure because by the time you finish your pasta and decide you want to bring some home, the line will be insane and maybe sold out by the time you reach the counter
- They have complementary bread which is just as good
- I don't need to recommend any dish here because they'are all A++ so order what your heart wants and I can promise you it's going to be incredible!",2,334
183,"It's pretty good Mexican food, and the atmosphere is cute. I sometimes come here for lunch when I am at work. Service is friendly and the food is decent. I've ordered the tacos, nachos and the churros. Can't go wrong.",1,183
564,"One cold winter afternoon... hungry... cold... wandering mindlessly downtown, I stumbled upon Zhang's Kitchen tucked in the southern side of Elm Street. 

The restaurant itself is not big and I arrived late afternoon. An eerie quietness besets the restaurant. After settling down they started putting on some mandarin pop songs and handed over water and the paper menu.  Service was courteous and efficient. 

Menu wise is extremely limited here, they specialize in yellow braised dishes.  I chose yellow braised chicken with thick noodles; a fine choice for a frigid day. The sauce that was reduced and used to braised the chicken was excellent. The simple flavours created by the cooking wine, ginger, scallion, leek, and other ingredients was delicious and would warm any stomach or heart.  The chicken was equally done well. The chicken was fall off the bones texture (even though their chicken was bone-less) without giving any feeling of it being overcooked. 

What prompted a less than four star when everything sounded great? A few things... first the noodles lacked texture. They were pretty limp and felt like overcooked store bought versions. The mushroom that was added to the dish were the wet variety and the flavour of the mushroom failed to transfer to the sauce. They also added strings of green pepper on top of the dish for aesthetic purposes. This may be a personal thing but I hate when green peppers become fully cooked (while not having been grilled). 

Overall score for Zhang's Kitchen is a solid 3.4. Unless they work on their noodles, you may want to stick with rice.",1,564
42,Their margaritas are excellent but their tacos aren't as good as they used to be. They are very simple - which isn't a bad thing *if* the few ingredients used standout and are prepared well. The pork was dry and the overall taco was flat - it didn't have the bright acidic flavours or freshness that I love in a taco.  The fish was tender but the chipotle sauce was overwhelming and I couldn't taste much beyond that. The queso fundido with mushrooms and onions was delicious and flavourful - it reminded me of French Onion soup. This place used to have delicious tacos years ago- hopefully I feel the same way about it soon.,1,42
527,"Inattentive staff, over cooked food. Noodle break right apart because it's so overdone.",0,527
516,"If you're out late night and want to grab some Asian food, then this restaurant is the perfect spot as it closes at 4am. We came around 9:30pm and the restaurant was pretty packed. You can't expect over the top service compared to other restaurants, but for a typical chinese restaurant standards, this restaurant is on average with it. 

We ordered their bbq pork/roasted pork and the black pepper sauce rice with beef. 
- Bbq Pork/ Roasted Pork: As expected, since it was pretty late at night, the meat wasn't fresh. The roasted pork was cold and the skin wasn't as crunchy vs being fresh. The bbq pork was pretty dry and was not juicy at all.
- Black Pepper Sauce rice with beef: This dish was actually really good which is why the ratings not as low. Since it was cooked fresh, the beef was tender and juicy, and the sauce tasted great. Portion size was pretty decent but for the price you pay, you only really get 3-4 pieces of beef. 

I'll probably skip this place next time if I wanted late night food and try out some other restaurants which were pretty busy as well.",1,516
172,"The place is a small take away joint near Ryerson University, a one amongst many others serving different cuisines. It is an open seating arrangement with 4 large picnic tables and the food carts around it. It was a nice sunny, windy day, perfect to get some spicy food.  Between the three of us we got

CHICKEN TEQUITA: a deep fried taco with guacamole and chicken. Could have been slightly more spicy. It was well marinated. 

CARNITAS TORTAS: this was delicious, a big CARNITAS loaded sandwich served with some nachos on the side. 

I like my Mexican to be slightly more spicy and a little more tangy, this was alright but I have had better and would keep experimenting till I find the flavor.",1,172
490,"[4.5/5 STARS] TLDR: HUGE FAN! My boyfriend brought me here for our one year anniversary dinner. Fave thing I ate here was the deep fried octopus tacos. The jicama shell was the most interesting take on a taco shell I've ever had. 

We started off with some house cocktails. I one that tasted like gin and he got the one with scotch. They were okay. 

The food on the other hand. Delicious! We couldn't decide which dishes to try, the waitresses and waiters were really helpful they suggested the tasting menu which is $68/person and made up of 5 courses of the Dailo's ""greatest hits"" - popular items on and off the menu. Probably the best decision we made. We made sure they knew my dietary restrictions and we were good to go!

They started us off with two amuse-bouche's which was a like a yam dressed in sake. So good! Next course was the Crispy Octopus Tacos (my fave!!!) and Pomelo Betel Leaf. I love the freshness of the lemon grass and the contrast with textures from the nut crumble. Third course was an carnita empanada with satay sauce (not on their current menu) and this tofu tomato salad that tasted like a play on a dairy-free (no mozzarella) caprese salad. The dough for the empanada was sweeter than i was used to but the sauce was so savoury! It made the dish for me! The tofu in the salad was prepared in a way to almost taste like the texture of cheese. It was very interesting and tasty as well. Fourth course we were served their Ontario Pea Dumplings (with truffles) - so rich so heavy so savoury very yummy - and their Hakka Brown Wontons. The sauce with the almond crumble on the wontons was to die for! The wontons themselves tasted so homey. I loved it. Lastly our fifth course was the lamb and sticky rice dish that came with a slaw (so good!!!) and the beet coconut curry dish. By the time I was done with the huge piece of lamb I didn't even have enough room to really enjoy the beet coconut curry. I liked them both though. They finished us off with a ginger sorbet palette cleanser. It was a lot of food for $68/person. I think if you have an appetite this is a great value for the quality of food you get. 

The only criticism I had was that at the end of the meal everything was starting to taste like betel leaf - that minty peppery taste - they had used it chopped up in most of the dishes they served us. The dishes on it's own with the betel leaf were delicious if we ordered that solely, but as a tasting menu, it was sort of overplayed all together.",2,490
331,"I can't believe there are such high ratings for 7 numbers. I had high expectations for this place before coming due to the reviews. But it was about a 2.5 imho.

Shared the following with hubby...

Arugula salad with red pepper and goat cheese $12
- This was the best dish of the evening (sad isn't it? It was just a salad). I liked it as the goat cheese was part of the dressing. The red pepper was delish but wish the portion was bigger. A tad small for $12

Veal Lasagne - Lasagne with fresh-made pasta sheets, fresh ground veal, mozzarella, and housemade sauce $12.75 (large)
- Our friends ordered a small variation of this and honestly perhaps we should have ordered the small as well. It looked around the same size except it was on a slightly larger plate. There was too much pasta and sauce and too little meat. My friend called her small bowl a snack size pasta. Very saucy. That ""homemade"" sauce seems to make a repeat with a lot of dishes... But it wasn't that impressive. Tasted like something from a can. 

Meatballs - Big meatballs stuffed with mozzarella, smothered in sauce $13
- I didn't like this at all and let my hubby eat most of it. There was only a small pinky tip size mozzarella bit in it. Wasn't even served hot. Way too much sauce. I ended up dipping bread with it.

As for service, the server who served us was very polite but the general manager Tom? (glasses with plaid shirt) was super rude. Three people could not attend last minute and he said something like if I had known, I would have removed this table long ago (they attached another small table to one end). I think he could have handled the situation a lot better. Thanks for denting the mood of a friend's birthday. We noticed Tom kept giving our table dirty looks as well. At least the food came pretty quickly and our server always made sure things were ok. 

Not coming back again. No one was full and we got wings afterwards.",0,331
474,"Definitely a bougie experience that was unlike any other! Yes, the prices are quite expensive, but the service is phenomenal. We sat in the piano lounge, and were definitely entertained by that night's performer. We were seated in the corner, along the couch - the sofa seats weren't particularly comfortable for dinner (they sank in quite a bit), but it added to the fine-dining atmosphere. The servers were also very kind and accommodated all dietary preferences (we had one vegetarian with us, and they would bring special orders to accommodate his restrictions, such as baguette with balsamic and olive oil to replace the popovers).

Each table is served complimentary popovers, one for each diner, topped with a thin layer of white cheddar cheese and served with roasted garlic butter. These legendary popovers are incredibly airy and light - we had to restrain ourselves from indulging on them in fear of spoiling our appetites for the mains. I preferred the harder shell of the popovers, though the inside is very buttery and rich. The garlic butter is quite flavourful, so take care not to add too much and overpower the bread!

Oyster rockefeller:
My colleague put in an order for this appetizer, thinking they were your normal raw shucked oysters, and couldn't hide his shock when they came topped with a decadent, creamy, cheesy mixture. There was an interesting meatball nestled on top of the sauce. The oysters were quite rich, though I can't say I was the biggest fan.

Caesar salad: 
We then ordered three sets of Jacob's famous caesar salad to be prepared beside the table. I was pleasantly surprised when the server came to the table and asked for everyone's personal preferences for their salad order (e.g., whether cheese or anchovies are okay, etc.). She then made the dressing on the spot - I saw her separate three egg yolks, then whisk thoroughly and combine with freshly cracked pepper, cheese, and a generous amount of olive oil. She then served each plate separately according to our liking - for instance, I didn't want additional cheese but chose to have an anchovy on top. I also noticed that she served me first, likely as I was the only female at the table. 

As it was made in real-time table-side, the Caesar salad was unbelievably fresh. The crunchy, leafy lettuce greens were evenly coated with the creamy dressing. While good, I found the salad to be on the spicy side. The pepper added quite a bit of kick, with a slight bitter aftertaste. The anchovy imparted a pleasant touch of umami, but I thought the bacon was far too salty. There were square chunks of the hard cured meat which, interestingly enough, strongly resembled Chinese cured sausage. 

The mains came next, served with an array of sauces (Argentinian chimichurri, Japanese citrus ponzu, a richer bacon & blue cheese) and salts (sea salt, regular salt, black lava salt). I preferred the ponzu, though the chimichurri was also nice, as well as the variety of salts. It's amazing what a simple seasoning can do to enhance the taste of the steak!

Queensland tenderloin wagyu:
This steak was honestly very tender and super buttery. I barely had to chew; the meat would give to a slight push of my tongue and melt in my mouth. I've had wagyu beef before, but often more thinly sliced and prepared on a Japanese grill. It was my first time with a meaty seared piece prepared medium rare, and it definitely didn't disappoint. Definitely my favourite cute of the night!

Creekstone T-bone:
I didn't have a good experience with this steak. My piece was actually terrible - it was near the edge, and was overcooked to the point where the meat proteins resembled tough pulled brisket. There was also a small amount of fat/gristle that made my mouth seize up. It wasn't a pleasant feeling, and I was very disappointed.

Striploin:
This was a leaner cut of meat compared to the wagyu, though not as tough as the T-bone. Like the others, it was grilled to a perfect medium-rare, with rich and buttery flavours. 

We also ordered a variety of sides to accompany our mains. The duck fat french fried potatoes had a very meaty flavour, and was a great carb to complement our otherwise protein-heavy meal. The mushrooms, carrots, and asparagus were all drenched in butter - this meal was definitely not for the faint-hearted! I was definitely very full and stuffed by the end, and regrettably could not order dessert. 

The bill came with some small shortbread bites, a light sweet to signify the end of meal. We also received some massive breakfast muffins for the next day, a mix of coffee and chocolate filling. The meal was great, but alas, not perfect - perhaps my expectations were too high, but that one steak killed my vibe.",2,474
452,"Years ago, when Bang Bang first opened, I braved the cold to wait in an hour long line to get some Totaro ice cream in a bubble waffle cone. It was good, but nothing too memorable that I forgot about this place and moved onto other ice cream spots in the city.

Fast forward five years, after dinner at Mamakas, I decided to give Bang Bang another try. This time, the weather was just above freezing, but fortunately, there was no line up. 

I got a small cup of the burnt toffee flavour. Now this, was delicious. A sweet creamy base with bit of crunchy toffee topped with a toffee drizzle. I savoured every bite. It's been two weeks since I've had it and I'm still thinking about it.",2,452
144,"I came her few weeks ago. I straight up saw this lady (pretty sure the owner) handle cash/ scratch her head and touched the food right after. I

Of course I only had a few bites and left the rest cause I was so grossed out. When I was paying for my bill, I let her know what I saw and she started giving racist quotes. ""All the chinese places do the same thing"", and walked away.

I would have just left it and not think twice, but for them to say something like that, that is a big nono. 

McDonalds food is higher quality than this. 

DO NOT COME HERE.",0,144
146,"Nice and cozy with friendly service.  Dinner was good but not wow.  We had Barbacoa de Borrego and Chocinita Pibli, both were good but you only get tortillas, a very small cup of beans and pineapple salsa.  No rice.  Both dinners were appetizer sized and priced $18-$20 each. For starters we had guacamole sampler which was excellent but definitely overpriced @ $18.  

I would recommend this place but beware of portion size for the price you pay.",2,146
63,"I'll start off by saying that I firmly believe that people come here for the atmosphere. It's a great place to just hang out, enjoy the music, and the drinks ! The taco's aren't the best I've ever had...nor are they the worst tacos either. You're paying almost $6 for ONE little TINY sample sized taco. So you don't get your money's worth at all.  They have quite a bit of options to choose from when it comes to tacos which is actually a pro to this place( except for when some options are sold out..). A huge con to me would be the fact that some of my tacos were cold by the time it got to me.. another huge con would be the service. Considering that there were literally 4 customers seated you would have expected them to be a lot more attentive, but that wasn't the case. Anyways the chances of me returning to eat are extremely low. Might just stop in to have a drink if I'm ever in the area though...HOWEVER if you do decide to give this place a try..  go for the shrimp taco ! 

$60 dollars later... stomach was still growling and I had to head over to McDonalds. ...",1,63
346,"Finally made it to this place for a late lunch. Even though it was late lunch, this place is busy and bustling with people. 

Walked around 2nd floor and went to a pizza and pasta joint. Even though the place was busy, the servers moved fast to clean and set us up. 

Saw the menu and heard the special for the day. We got some fresh mozzarella, pasta dish (I didn't dare to try to butcher the name of the dish in front of the Italian server) and the pizza special (ate too fast and almost forgot to take a picture). 

Food came out quite fast, and mozzarella was fresh and light. Pasta was light, al dente and had the right flavour. Pizza was the Neapolitan style, tasty and did not feel heavy at all. 

I would rate the entire place a 3.5 stars, rounding up to a 4. It's quite good with service and food.",2,346
617,"This appears to be an old school family run Chinese restaurant. Great food crossed with a modest priority on establishment decor.

We had the spicy sliced chicken, pork with vegetables, won ton and hot and sour soup, beef fried rice.  Every dish was really really good. The spicy chicken was wicked spicy and was utterly fantastic!

The fellow waiting on use was confident, very nice and helpful.

Will be back when in the area.",2,617
71,"Hidden away on Queen West is this blink and you'll miss it taco joint. The interior is roughly the size of a shoebox, decorated festively, with a fake slanted roof. The roof makes it feel unnecessarily cramped. 

This place was rather disappointing. I brought my friends here because I enjoyed it a lot the first time around, but this visit was nowhere as good. The service here was wonderfully efficient, but the food was disappointing. I ordered the 3 taco plate (2 carnitas, 1 chicken tinga), chips and salsa verde, and a margarita. My total bill was around $22, which was not bad. The margarita was the best part of my order. 

Unlike other places, the margarita was strong. I got a good buzz from just one glass of margarita. It wasn't too sweet or tart or artificial-tasting, but rather perfectly balanced. The same cannot be said for the similarly green salsa verde. With saltier chips, the salsa might have tasted better, but with the very plain tortilla chips, the salsa tasted underseasoned and very vinegary - badly in need of salt. 

The tacos were similar in taste - while the freshness of the ingredients inside can be tasted, there wasn't enough of it, and it was hard to tell the difference between the chicken and the pork. A bit more seasoning could have helped. Lastly, the corn tortillas were absolutely dreadful. I had several mouthfuls of dry tortilla without filling to give it flavor and much-needed moisture, and it was like eating paper. I think the tortillas were kept under heat lamps for just a bit too long.

In summary, I'd come for the margaritas, but would not consider it this the best tacos in town.",1,71
477,"[Review was based on experience weeks ago]

This place is one of the first locations I have ever bookmarked on Yelp when I started my journey here. One time, my coworker asked me if there were any good places to eat for Chinese food and I remembered the amount of good reviews for this place and so I told him about it even though I did not have it yet. He told me the next day that he loved it! 

After about 4 years of this sitting in my bookmarks, it was time to try it out. It was busy during the time we went and so that fueled our appetites even more. We got the beef ho fun, wonton soup and shrimp fried rice. I was actually amazed because the food came out relatively fast and that it was sooooo yummy. I usually do not eat Chinese food outside but this one is 100% an exception. Good portions with also good prices, indeed. I would totally come back to eat the same delicious dishes again. I am salivating as I look back at these photos....",2,477
24,"Unfortunately, Hacienda las Americas didn't live up to the hype. My wife and I went here for dinner and got:
- Guacamole and chips: Guac was surprisingly bland and chips tasted store-bought.
- Sopes: This looked like a thick tortilla with lots of meat and veggies on it. It was 3 for $12, which we thought was a pretty good deal so got 6. The standout was the chorizo (super tasty and great bite). The chicken, beef suadero, beef sirloin, and beef tongue were pretty standard-to-good. The carnitas was too stringy and a little tough for me.

Maybe I'm in the (Yelp) minority and wasn't blown away with this place because I didn't get the tacos... but they were using the same meats for the tacos as the sopes, so I'm doubtful I'd have a different review. Worth a try once, but won't be back.",1,24
