,Review,Sentiment,Number
539,"This was my first time ever getting hand-pulled noodles. The broth was lovely - reminded me of pho. I ordered the super thin noodles, & it seemed almost over cooked as they were too soft. I suppose this might just be because they're super fresh, so there's no way to make them more al dente. I found because it's hand pulled, the size consistency of the noodles were off. There were thicker noodles mixed in, so it threw me off. This is most likely all PREFERENCE based.. but the beef was GREAT & the flavours of the broth and addition of green onions and cilantro.",1,539
107,"When did Gerrard and Jones become a popular destination? Good on it. 

Quick summary:

- nice rooftop patio
- I had slowish service
- Food was good. We had a churizo bowl and the ceviche. Both were solid. I didn't notice anything special about the menu. Standard upper-middle level Mexican foods. 
- Drinks ok (cider + tequila based fruity blend).
- overpriced. Why is Mexican food so expensive in Toronto? It's mostly bloody rice, tomatoes, lettuce, avo, standard meats.
- The staff was decent not great but it was busy hence the pressure of Friday night at play. 
- Personally I wouldn't go back at that pricing but if you don't mind that you may like the food. 

2/5 maybe 2.5. 

Tears for Mcguiggan's.",0,107
86,"We went on a Friday night and the wait was 40 minutes, so we decided to explore the area near us until we received a text that our table was ready. They led us to our table only to find that people were still sitting there. It took them 15 minutes to figure out another table for us. When we finally sat down, we were given menus and the food here is not cheap at all. We decided to get some chips and salsa to share with 2 tacos each. The salsa came in a tiny container that was barely enough for one person. We waited another 45 minutes for the tacos for them to be cold.",1,86
514,"If you're out late night and want to grab some Asian food, then this restaurant is the perfect spot as it closes at 4am. We came around 9:30pm and the restaurant was pretty packed. You can't expect over the top service compared to other restaurants, but for a typical chinese restaurant standards, this restaurant is on average with it. 

We ordered their bbq pork/roasted pork and the black pepper sauce rice with beef. 
- Bbq Pork/ Roasted Pork: As expected, since it was pretty late at night, the meat wasn't fresh. The roasted pork was cold and the skin wasn't as crunchy vs being fresh. The bbq pork was pretty dry and was not juicy at all.
- Black Pepper Sauce rice with beef: This dish was actually really good which is why the ratings not as low. Since it was cooked fresh, the beef was tender and juicy, and the sauce tasted great. Portion size was pretty decent but for the price you pay, you only really get 3-4 pieces of beef. 

I'll probably skip this place next time if I wanted late night food and try out some other restaurants which were pretty busy as well.",1,514
486,"One of the few restaurants I was most excited for but was left the most disappointed... Based on the reviews and pictures I came here with high expectations, unfortunately my experience was very underwhelming.

My friends and I ordered the crispy octopus tacos, hakka brown wontons, torched tamari glazed beef carpaccio, sichuan braised beef and the whole fried giggie trout. My table all agreed that the tacos were delicious and the best out of everything, and since this was the first dish brought to us we had very high hopes for the rest of our dinner. 

The rest of our food were just mediocre - it wasn't BAD but it wasn't to die for either. It honestly tasted like stuff we can make at home, which some people may not mind but my friends and I were expecting the fusion tastes to be more noticeable and long the lines of tastes we've never tried or experienced. The flavours/tastes didn't compliment each other or stood out to us at all, so we didn't really experience the ""fusion"" in any of the dishes except for the tacos. 

Some of the criticism agreed by my entire table for certain dishes were:

- the braised beef tasted exactly like the beef in pho, which is weird because the seasoning is completely different
- the wontons were a bit too salty 
- the trout was a bit too oily for us
- not enough sauces on the beef carpaccio, so it was too plain

Not only were the tastes not there, the portions were ridiculously small for the price (especially the tacos), aside from the trout. We usually order the same amount of food for 4 girls elsewhere and never finish - we finished all of the food here and were still hungry! Our final bill was $200 on the dot after taxes which is supposed to be AVERAGE I guess... but not worth it at DaiLo because we weren't full/satisfied. I feel like we could've spent the same amount elsewhere and gotten a better experience with food and actually be full afterwards. 

Despite the food not meeting our expectations, service was outstanding and impeccable. Our server was very patient with us and answered all of our questions, and explained each dish that came out beautifully. Our waters were always filled, and dishes were cleared quickly so our table was never too crowded. It was very quick to get his attention too when needed. 

Would I come back? Most likely not. I applaud DaiLo for trying with the the whole fusion scene but it just didn't work for us. The ""fusion"" additions they tried weren't enough to make most of the dishes stand out to us, the dishes tasted far too familiar at home... Sucks because we all really wanted to like this place!",0,486
458,"Spice levels were a bit all over the place. The curry was spicier than the pad thai and chicken kua gling, even though we ordered it with less spice than the others. 

The Thai iced tea was pretty good. Started out a bit syrupy but was perfect once the ice started melting.",1,458
313,"We ordered three pasta dishes all of them were mediocre; lobster, vongole and octopus. Lacking flavor and pasta overcooked. Very skimpy on the seafood. Fail. Never again. Not worth the calories. Very disappointed and I'm a carb/pasta whore.",0,313
90,"There's lots of mixed reviews for this restaurant. Glowing reviews versus one that speak of terrible service. My review errs on the side of the not so good. I'd say 2.5 stars for me.

Are all Mexican restaurants so dim? It seems that the ones I've been to are always so dark and hard to see. In terms of price it's on the pricey side. My friend took me to a food truck in LA and it was either $1 or $1.50 per taco. I suppose you're paying for the atmosphere and sit down service but ~$6/taco is quite the surcharge. I'll give them that the carne asada taco was tasty but in my opinion that still doesn't justify paying so much per taco. They're small so it's not like you're going to have just 1.

I saw horchata on the menu and decided to try it here. It was very watered down. I didn't taste any cinnamon at all either. definitely not worth $4. 

The server told us that they want to be the best fried chicken place in Toronto. I'd say that they have quite a ways to go until they can claim that title. Perhaps it was just the pieces I got but the skin was soft and not crispy. It was also kinda bland without slathering it in sauce. Turns out the dip that we had with the chips was a better accompaniment for the fried chicken instead of the sauce it came with. Go figure. 

That's a lot of negatives that I've listed. The positives are that our server was great and available when we needed her, the atmosphere was good, we were comfortable and didn't feel rushed to finish our meal. Although, paying for our bill took some time. Maybe the person taking payment didn't realize we were ready to pay because our server came back around after about 15 min of us waiting to speed up the process. 

I'd spent almost $30 and left unsatisfied with value for money and felt like I hardly had anything to eat.",1,90
609,"Dynasty is a decent spot if you're looking for Chinese food in the area. The place is nice inside (given its location in Yorkville), and the food selection is quite typical - similar to those found in other Cantonese restaurants. Nothing out of the ordinary. They offer an evening dim sum menu (a slightly condensed version of the regular dim sum selection). Service is pretty good and food comes out quick.",1,609
359,"For such a charming looking restaurant with high ratings, I had big hopes for Nodo. I loved the decor and set up, which I describe as a rustic boho chic. However, the food fell short of expectations and did not taste very authentic at all. I ordered the tradition gnocchi recommend by our server, it was so so. My friend had better luck with the fish. We shared the tiramisu for dessert, but that was also underwhelming and we only ate a quarter of it. The portions are fairly large if that helps.",1,359
520,"(SKIPTHEDISHES Delivery Review)

My friend and I decided to order delivery on a Saturday morning. 
They have a HUGE menu and it was actually a little confusing for indecisive me to find something I could decide on.

We ended up getting:
1. Pork & Preserved Egg Congee: My friend really enjoyed this
2. Minced Beef Congee: The congee came to my apartment HOT (yay) and it was really well made in my opinion. There was a good amount of beef and I liked the amount of ginger in there to give it extra flavor (and it makes me feel 'healthier'
3. Dough Sticks: These were still warm when it arrived. Fairly standard but still a positive that it made it to the apartment without being soggy
4. Rice rolls with Shrimp & Soy Sauce: Never ordering these again. The shrimp didn't seem like it was fresh. The rice rolls were really chewy and plasticky instead of being soft and silky. For $7 the portions were TINY. 

For those 4 very basic things it came to about $27 (not including delivery charge).

I used to come here when I was really little with my grandma as her temple is right next door. I'd come back just to see how it compares in person.",1,520
482,"Small portions, and flavors weren't very exciting for ""upscale fusion"". Seemed pretty typical Asian.

Staff was good and attentive.

All in all the atmosphere and experience felt very pretentious.",1,482
186,"Love this place! I come here almost every week after work for food and drinks. Great cocktails, and great selection of food!",2,186
280,"Authentic italian food served in the same fashion.

Service: The staff were friendly, but the wait times were pretty unacceptable considering we had a large group with a reservation. We arrived on time, but still had to wait upwards of 30 minutes for a table, and it almost ruined the surprise birthday. The food came as ordered, but the waiters clearly didn't communicate with each other as they didn't know who ordered what and had to check several times.

Food: The pasta was cooked al dente, closer to the firmer side. You could tell the pasta was fresh, and they were fairly generous with the truffle shavings. However, the seasoning was a bit overwhelming, as it seemed to overpower the truffle flavour.

Overall: Seating was nice in a semi-private room, food was bene, but waiting half an hour for a reserved spot is not appreciated.",1,280
394,"Donatello's has a great decor and great atmosphere. The staff were extraordinarily attentive and friendly. The cost/performance ratio of the food is however a little wanting. I had the mussels which was quite tasty but a bit skimpy for the price. The veal marsala was pretty average at best. The other notable dish was the egg plant salad which is quite imaginative with a layer of pineapple in the middle. All in all, a pleasant experience but would not rush back.",1,394
255,"This is a very cute restaurant in the heart of Yorkville on the corner of Yorkville Avenue. 

Like most of the reviewers, I went for the popular dish, Malafalde di Funghi. This pasta dish tasted as good as it looked. It's creamy and the pasta was al denté. 

We sat on the main floor, which was buzzing on Friday afternoon. Next time, I'd like to check out the rooftop patio when the weather is nicer. 

The price is mid to higher end, which I'm not crazy about. And after reading other people's reviews, the taste for other highlighted dishes seemed more conflicted (less consensus -except for the dish I got), so this wouldn't be a go-to spot for me. 

Atmosphere is on point. It's not stuffy like most of the restaurants in Yorkville. It feels homey.

The server we had was super busy, but he did what he needed to do. He was very on point with pouring our champagne and always made sure our glasses were filled. 

Overall, it was a pleasant experience.",1,255
193,"We went with my children to this restaurant and the service was good but the food was mediocre and heavily priced for the value. I ordered a cheese melt, and got more sausage than cheese and the cheese was cheddar (this dish is not done with cheddar). For $40 dollars per person without alcoholic beverages, one would expect so much more. It was 7 pm and the place was empty. Very disappointed. We won't go back!",0,193
438,"I really want to like this place. I really do. I've gone here since 2013, and then I tell myself never again, but it's so close and convenient, etc. But yeah, everytime I go I wonder why it's rated so high by everyone else.

First, banh mi shouldn't take forever to make. Go to any Vietnamese place and the person behind the counter will literally slap together a sandwich in a matter of minutes. They have a team of people working here and it still takes longer somehow.

Second, the banh mi itself (i.e., the bread) doesn't taste right. It's not crunchy on the outside, soft in the middle. As for the rest of the sandwich, there's something about it that lacks authenticity. Atop of this, it's way pricier than it should be.",0,438
26,"This place is a small hole in the wall and worth visiting if you crave some good old fashioned tacos rather than the commercial stuff.. portion sizes were good however the flavours were slightly missing for me.. 

I would visit them again if I was in the area, but not necessarily my go to place. Please don't let my review deter you from trying their tacos though, they are still pretty good. 

Flavours can be very subjective and this place is definitely worth a try.. but if you know and love tacos and taco culture as much as me, then you would also know that everyone has their own go to spot.. 

This place has great service, friendly staff and a small seating area if you just want to eat quickly or grab'n'go.",1,26
119,"Ordered take out on a Saturday evening; Chicken Wings ($12.99), Burrito De Carne Asada ($12.99), and the Quesadillas De Tinga ($8.99). Staff were not overly friendly, ignoring me upon entry, servicing a walk-in couple before me, and assuming I was a food delivery courier.... The portions were all small, especially the SIX wings, yes only 6, which tasted OK. The burrito was one of the worst I've had in the city, lacking any flavour, and the Quesadillas was average. The sour cream that came with the Quesadillas was also questionable as it tasted, and had the consistency of being watered down. At a $25 price point this meal might have garnered 3 stars.

I will never return.

Aside: I noticed they charge $8.50 for pints which I thought was pricey. For reference The Keg charges the same price their craft beer selection.",0,119
364,"First experience: Didn't receive 'regular service' (basic) when dining in, we weren't checked on and had to get up to order another drink and ask for takeaway containers. Tried pizza & rigatoni dish.
Second experience: the following week we ordered the Rigatoni dish (with braised beef) again but for take away there was only  1/4 of the amount of meat so we felt like we paid $15 for noodles and red sauce.",1,364
676,"NEVER ORDER FROM THIS RESTAURANT! We order from them at least 10 times a week, from our staff to our agents. And today they showed us how POOR their customer service is. We got food poisoning from their food and one of their employees called us disrespectful names. When we walked over to talk to the manager, one of their employees lied and said he was the manager AND the owner - told us he doesn't believe us and that we don't ever have to order from them again because our money doesn't keep their business open. THE WORST CUSTOMER SERVICE EVER! Save your money and order from a place you would feel valued as a loyal customer instead!",0,676
355,"My friend recently moved to the Junction area and we decided to try this place out. Unfortunately, we didn't have a great experience. I was the first to arrive and there were quite a few empty tables on a Friday evening. The hostess said that she'd seat me when the rest of my party arrived (understandable). 5 minutes later, another customer came in (she was an older woman) and said she was waiting on 2 other people. The hostess sat her down immediately, which was a little weird to me but I didn't want to cause a scene and didn't ask about it. When the rest of my party arrived, it took them forever to seat us as it was getting busier and they were slightly understaffed. 

The food itself was good but the portions were small for the appetizers. We ordered the burrata and octopus to share. The burrata salad tasted fresh but for $20 it wasn't worth it in my opinion. Likewise, the octopus was chopped up into tiny pieces and served with potatoes. We each had about 2 tiny bites of octopus. However, the most disappointing part of the meal was the main. All four of us got the duck ragu pappardelle and I was surprised that it came with tomato sauce. The pappardelle itself tasted fresh and they were generous with the duck but too bad they were drenched in tomato sauce. I've had amazing ragu sauce at other places before and this was overwhelmingly disappointing despite it being one of their best seller. I don't think I'll be coming back here anytime soon.",1,355
499,"Service 3/5
Taste 3/5 
This overall is only worth visiting for workday lunches. 

If one hunts for delicacy, stay away from this chain.",1,499
641,"Went there with my husband on a Saturday night, and noticed that they don't have many tables for 2-4 people. So you basically have to wait until a table is available. They do have seats on 2 levels. 
The Chinese food was average, nothing special. It's a little bit over priced compared to the other Chinese restaurants that's in the area.",1,641
330,This spot is not bad. The room is ok but nothing exceptional nor disappointing. The food is decent but again neither exceptional nor disappointing. Meatballs were excellent but lasagna was served almost mashed in a bowl and just ok. The wine list is mediocre. Service was nice and friendly. P,1,330
299,"Those of you that say the food is no good here...you simply don't know what you're talking about.  This is quality food with generous portion sizes.   Beautiful restaurant as well.   It's a little pricey but not outrageous.  Buffalo Mozzarella, Eggplant parm, carbonara all top notch.  Maybe not a 5 of 5 but pretty darn close.

Would definitely recommend.",2,299
164,"The food is great, and I am Mexican. This is the most authentic mexican food I've ever tried in Toronto so far. 
The inconvenience is the location, it's a headache to find a parking spot, and the place is tiny. If you're lucky you will find a table where to sit. But definitely should give it a try !",2,164
662,"Relatively new noodle spot that opened up downtown just at Bay and Dundas. Came by with a few coworkers for lunch and the consensus was that it was okay. 

Even though Artisan plus was packed when we arrived. We were lucky and was able to get seated fairly quickly for a party of 6. 

We were seated on the high top right in front of the kitchen and got to witness the staff in action. It still amazes me how efficient the kitchen works, it's a well oiled machine. 

I ordered the appetizer trio, pork bun, and clam mashi. The appetizer trio was a combo of enoki, bean curd, and tripe. Of the 3 the tripe stood out the most. The bean curd and enoki mushroom were okay at best. The trio comes with dipping sauce that tasted very similar to a peanut sauce. 

The pork bun was shared among the group and we found that although the pork was really flavourful and moist, the bun itself was a tad on the dry side. Not the good kind either. It's worth a try but I wouldn't be ordering this again if I visited again. 

The clam mashi was amazing! I've gotta say I could have done with without the other two items on the menu but the clam mashi is a must. Be warned, it's a little spicy. I would say out of 10, would be about a 7 on my scale. Not to the point where the heat was unbearable and unenjoyable. It definitely lingers and I found myself going through water pretty quickly. The clams were declines in the dish and there was quite a few in there to enjoy. This was my first time having mashi and I'm now a big fan of that.",1,662
494,"Came here for team lunch for CNY. Oh man. This place is packed! When we got to the reception desk, the group in front of us did not have a reservation. They were turned away. Glad we did book the day before. 

Anyhow, Chinese food option in the financial district can be rare. And when my colleagues proposed  this place. I was thinking, let's give this a try. 

We got here and were led to our table. After we sat down, I saw the other tables were filled up in 15 mins. Talk about busy. One good thing is they got a lot of staff roaming around to deliver food. Yet, they were super busy regardless. 

We ordered our food and I went with the business lunch with meatball. The food did come out shortly after. The sauce for the meatball isn't super salty. Which I prefer. It has the right texture for the meatball. Other stuff tasted okay. It ain't bad overall, I wasn't wowed by the food.",1,494
268,"I discovered this tiny little Italian restaurant through yelp. On a warm summer day, I imagine it would be lovely to people watch on the patio (the restaurant is situated on a very busy section of Queen st).

I tried two dishes - tagliatelle with fresh homemade meat sauce and fried herbs, and the risotto alla milanese with osso buco. I really enjoyed both the dishes- the risotto, in particular, was richly flavourful. The portion size was also very generous, and I packed half of it home for lunch the next day.

Would definitely want to come back in the future and try other dishes!",2,268
588,"Noodles are what they do best, and that's what brought me back to this restaurant for the second time. It's a budget friendly spot to grab a bite in Chinatown. I really like the texture of the noodles here,  just a bit of chew, but still soft and lots of fun to eat. Everything else that goes with the noodles however doesn't quite stand out. Don't get me wrong, it's still delicious; an unhealthier version of what my mom would make. Maybe I've been spoiled by my moms cooking :p

The stir fried noodles are drowning in oil, and lots of msg used to add flavor to those cold dishes. It's hard to not like it, but so much regrets after. The portions are big but somehow I managed to clean the plate. As I wipe at my oil covered mouth from slurping the stir fried noodle, slowly realizing what I've done, my first instinct is that I should go on a juice cleanse tomorrow. However, as soon as I stepped out of the shop, I'm back to my normal self, thought of juice cleanse replaced by ""what should I have for dinner?""",1,588
639,"We had a team member who was leaving work to pursue his dream job and we took him out for lunch. This place was suggested and quickly liked by a few.   

The restaurant managers/owners generally I think underestimate the power of mentioning a bit more details on the menu or at least a server who is knowledgeable about ingredients. In the absence of information I went the safest route of ordering a plain congee and a steamed bun. My order would easily have been more than double if the right information was provided. 

So on the limited items that I could have, my review is not a review per se. One cannot mess up a Congee and a bun.

However the food did not arrive all together and out of respect for others, all of us had to wait. Which resulted in food going cold. 

The congee and bun were as good as they can be",1,639
13,"Came here for a quick dinner after work with my girlfriend and we were pleasantly surprised with the food!

You order your food at the counter and they bring the food to your table. 

We got a quesadilla and a taco dinner plate. The price for the amount of food you get was great, especially in downtown! 

The workers were very friendly and happy to answer any questions we had about the menu. Our food was better than what expected and met our Mexican food cravings! Definitely will come again!",2,13
487,"Had chef's tasting menu($65), which offers variety of dishes to try. It's a great way to explore.

Food worth mentioning: fired watermelon, fired fish(taste a bit oily at the end), pork belly

The noodle with boiling oil pouring from the top taste too salty and the noodle is hard.",2,487
564,"Service is very good...friendly ambiance but I'm sorry, I just did not taste the authentic chinese food that I want.  Maybe they are just giving a modern twist but not for me.  Also, the meat are so thinly sliced for the price it should have more than that.  It just my taste and maybe some people will not agree.",1,564
274,"My friend and I came here for her bday. We went during the day time as it gets pretty packed during the night time. The ambience is nice and fancy but still casual. Keep in mind you're probably going to be seated really close to another table.

I ordered the Quattro Stagioni pizza. It was okay, I expected better it tasted kinda basic especially for the price.

My friend, I believe ordered Taiatelle all's Bolognese. I tried some and it had good flavour but nothing amazing.

Also, we got the calamari to share which was really good!

Overall my experience was good. I just wouldn't go back again, there are so many other Italians restaurants that are better.",2,274
580,"This place is not as good as expected because of the following reasons:

1. Shredded lamb with pancakes were dry and not fresh and portions for the lamb skewers were extremely small compared to some other tables. They should have equal portion sizes for all customers. 
2. The Western Chinese lamb rice is a strange combination of what seemed like sweet potato and the rice was clumped together. It did not taste good. 
3. The membership system is ridiculous as the normal prices have a huge difference for each item listed on the menu. They should provide members to have a discount over the total bill instead. 
4. My friend had food poisoning shortly after leaving the restaurant.

For these reasons, I would be reluctant to come back as there are many places that offer much better quality and portions.",0,580
550,"419$ or $60 per person this meal is  SO worth it. Whatever the occasion! Always packed with people but so worth it.

Food: 4.5/5
Service: 4/5
Ambience: 4/5
Cost: 6/5 ---  yes it's worth it

We came to eat with 7 people and 420$, we ordered 25 pounds of lobster, 2 entrees, 1 vegetable, 1 soup, a tray of macaroons!! And 1 bottle of wine (which we switched for 10 cans of pop Cause we didnt drink)

We walked in to it being super full, we booked a reservation at 9:30 on a saturday night, we didnt even find parking lol. We waited another 20 minutes before we could order.

The food was perfect,  25 pounds if lobster stacked in a tower form filled with fries and lettuce it was a sight to see. The meat was great, although not very flavorful the large chunks of lobster made it worth every bite.

The 2 entrees came first, sweet and sour pork fresh hot and crispy, the beefs with vegetables was cooked beautifully medium rare. They made sure to serve it first because god knows we dived into that lobster as quick as can be.

Soup was okay and nothing fancy.

It come with a tray of macaroons!!! How awesome!! Although it didnt taste phenomenal just the worth it price of these makes it so much better.

The service was great, they come very often to change plates, let us stay longer just to chat after they closed and take our pictures, and went out of their way to explain everything!!

I really fell inlove with this place and I can really see how many fans they really have.

You dont need a lot of people to eat there, I see tables of pairs of 2 to families of 10 and more. 

Our bill came to 419$ for 7 people. I would say it was worth every dollar!",2,550
401,"It's ok. It's definitely not 4.5 lol. 

We got the prosciutto and ricotta fritters to start and those were great. Took a little too long to come out but they were redeeming. 

We got the oreciette (sp?) and duck tagliatelle and both fell short in different areas. The duck tagliatelle was definitely missing some flavour notes - probably lacking in aromatics- maybe garlic? Something was missing. The pasta was also way overdone for a restaurant and not al dente at all. It needed a lot more salt- and even though I got piles of parmesan on it, it was still under salted. 

The oreciette to me was the better of the two- the pasta was perfectly al dente and the chilli component made the taste better, but it was still missing something- hard to say what.

The tables adjacent to us seemed to really like their food so maybe it was just us.

We didn't get dessert so I can't speak for that. 

I would maybe come back and try to gnocchi but other than that, nothing really sparked my interest.",1,401
335,"A hidden gem, that I hope will stay hidden for a little longer until I get my fill. Is that a terrible thing to say? 

With their limited seating and limited hours of operation, you have to plan your visit at Famiglia Baldassare. I decided to trek over on a random Tuesday I was home, a little sick and miserable. 
I got there around 12:10, and all the seats were full, and there was a small group of people waiting for their take out. I got to order right away (one of two pastas on the board) and it was about a 10-15 min for the food.

As I waited, I watched them roll out sheets of pasta, work on dough, and just working in unison in the open kitchen - it was mesmerizing. 
I can't remember what I had, but I attached a picture. I don't think you can go wrong trying every item on their menu - seriously. The pasta was perfectly al dente, lightly sauced and simply delightful!

Writing this is making me want to work late and take a long lunch tomorrow ;)",2,335
612,"Tried the Dim Sum at dinner time- the quality leaves much to be desired although the food was hot and served with typical efficient minimalist ( they did top up your tea promptly) service. The Xiao long bao was completely dry; Char siew bao was dry and flakey ( below expectations). Pricey for the lack of quality.

Saw that they had Tiger beer which was a pleasant surpise 

We probably won't be coming back again .",0,612
336,"So we had to wait, but I must say it was totally worth it. We ordered 3 of the 4 pastas they had available that day, and we didn't regret it one bit. After waiting about 30-40 minutes, we luckily got a little table right inside to dine in. We could see the chefs freshly making the pasta and cooking our meals at the same time while almost drooling to get it. 
We order the black truffle with tagitelle pasta, the bolonese with tagitelle, and red sauce with spinach and ricotta ravioli. All were just divine, and so worth the wait. Everything from the freshly made pasta, to the flavorful tomato sauce, and the freshly grated truffle was to die for. Ravioli filling and the red sauce was my favorite dish. 
Definitely 10 outta 10.",2,336
348,"This review is for La Focaccia in Eataly. The technique they use to bake their pizza is absolutely divine. The crust is crunchy yet each bite into the pizza is so soft. 

I tried 4 different slices of pizza here and they were all equally amazing so don't even bother following my pizza order and just order what sounds good to you because I promise it'll blow you away.

The pizzas are made fresh and turnover is high (given the long line so the demand is high!). You can see the chefs making the pizza while you wait in line too! 

I'm already thinking about my next visit here and you bet I'll be ordering another slice (or 3) before I head home :)

P.S. You can ask them to reheat your pozza if you're eating it immediately",2,348
205,"Super-nice back patio and friendly service. Artfully made food. My wife and I stumbled by accidentally. We'd already had dinner earlier that night, but the restaurant's pleasant exterior beckoned. 

Before we knew it we were seated on the back patio. 

We each ordered a couple of tacos and they were nicely done. I really enjoyed my Hongos taco. Perfectly rolled and dressed; crispy and well presented on a thin rectangular plate. 

We were going to leave it at that, but the desert really grabbed us. 

So- 10 years ago I fell in love with avocado gelato. It's really good but I've only seen it made at one gelato place that has long been out of business.  Anyhow, my wife was really excited to spot that on the menu, there it was!!! Avocado gelato. Served with churros and sauce.  Yummm.  So good. Highly recommended. 

We'll be back for a proper dinner for sure.  

Check out the back patio while it's still warmish out. (As I write this, it's almost officially Fall). Cheers!",2,205
81,"This place is a very busy spot downtown and it's the type of place you come and go or take it to go because of how tight the space is. I got the 3 type plate and they're okay. They're not bad but not amazing either (bear in mind, I eat a lot of tacos). Definitely worth trying out if you're already in the area but would I take an hr TTC ride to come here again? Nope.",1,81
360,"Freshly made, high quality ingredients. However for me, it was made with too much pepper and it was lacking flavour and creaminess. If an egg yolk was used, I could not taste it. I usually love carbonara, but I would not order this again.",1,360
553,"Went there because craving for dumplings and saw good reviews online. Their shop is a bit old style but that isn't a matter.

Service: Their understandings of English is really low. I know they're Asian but still communication is key especially running a business. Realized most asian restaurants nowadays required customers to write on a paper for ordering

Food: Food was delicious! Handmade and freshly made to order. Like the chewiness of the noodles and the thinness of the dumplings.

However, they gave me 11 dumplings rather than a dozen. I didn't give a tip because of the poor communication and missing food but they complained about that :/",1,553
344,"We came to Grazie for dinner on a Friday evening. It was half empty when we came in (around 4:45), but it was packed by 6pm. Honestly, I expected food to be better based on all the reviews, however it wasn't spectacular food! Service was fine (when it wasn't busy), ambience was traditional but very noisy (perhaps because restaurant is small and packed with people). 

I don't know if I'll return to try again as would like to explore other restaurants around.",1,344
115,"Great: food, ambiance and the staff's attitude
Could be better: The service 

The food here is excellent. Our favourite was the churros--best I've ever had and large enough to share with 2-3 people. The fajitas and quesadilla were perfect and made with fresh ingredients. Guacamole was tasty, but more creamy rather than chunky. For a drink, I tried the mango mojito and it was delicious, but the alcohol seemed to be light and a double shot would be recommended.

I saw some people share the portions were small and menu items expensive, but need to point out the food here is shareable and ordering multiple items for the table is encouraged. Two tacos (under $10) is pretty filling for an average person, especially if you get an appetizer to share with someone.

The staff is very nice and accommodating, but it did take some time for orders to be taken, food to come, plates be cleared, etc., so expect to take your time while here and not a fast meal.",2,115
248,"This place was really busy on a weekday afternoon (3pm), if you come after 4, there will be a bit of a wait. Customer service is great here, the staff are very friendly. 
I had the giant meatball which was delicious although the sauce it came in was a bit too salty. The spaghetti was good (cooked al dente) and the portion size is huge. The best part of the meal was the tiramisu - it was creamy, decadent and chocolaty, get the tiramisu if you come to Sugo!",1,248
188,"The food was good and the presentation was awesome but I expected it to be more flavourful. 

The place is clearly family run and the service was great because of that. The lady who served me was super sweet.",1,188
566,We ordered through Uber eats. The driver was quick and really friendly. The food was hot and not too expensive. Otherwise the food was not our favorite. Out of everything we enjoyed the spring rolls the best. The rest of the food was pretty bland and not a lot of flavor. It was fulfilling and we were hungry so it wasn't the worst thing.,0,566
606,"Worst experience I have ever had at a restaurant! 
The service was so slow; we got our food after exactly one hour. Also, the server didn't speak English, was aggressive, and had an attitude. 
Moreover, the food was served colder than usual and was extra oily. 
We tried to address the issue to the manager but he said: ""it's okay"". 
I don't recommend even giving this restaurant a try!",0,606
94,"Located just across the street from the Broadview TTC station the place is hard to miss. A no frill joint with simple Mexican decor. Based on the reviews ordered the 3 for10$ tacos : Asada, steak and chorizo... I had a lot of hope , but crash landed my expectations with dry and not so fresh tacos. Honestly not at all up to the mark. Wife ordered a tostada with tinga de pollo ( chicken) and was equally disappointed with the serving size and taste. We definitely need to go back to Seven Lives to reset our experience.",0,94
459,"Hits and misses at one of the most popular Thai spots in the GTA. It's legacy will be for ushering in an era of outstanding and competitive Thai cuisine to Toronto... But as it currently stands, it's good but not worth the long waits.

What We Got: Pad Kee Mao (chicken), Chef Top's Massaman Curry (Tofu), Green Curry (chicken), Thai Iced Tea

What We Liked: 
+curry was smooth and solid kick
+Pad Kee Mao was a big standout - definitely one of my favourite dishes ($17)
+Chicken didn't cost extra but beef did 

What We Didn't: 
-Thai Iced Tea was smooth but missing a ""tea"" flavour, especially as the ice slowly melted. 
-Chef's curry is quite sweet - would recommend only to those who want to mix a sweet tooth with an entree. Also very heavy with plenty of potatoes
-very noisy! Hard to have conversation and hear yourself
-spice levels seemed a bit off. I swear the Pad Kee Mao at level 3 seemed to be more mild than the curry at Level 2. Felt like it was the other way around!


What We Recommend
/Pad Kee Mao! Probably will try level 4 spicy next time, but I might stick with 3 just to doubly confirm next time

Next Time...
Will probably try Pad Thai, Khao Soi and some appetizers. But let's be grateful for all these outstanding Thai options nowadays.


3.5, but I'll wait to round up based on subsequent visits!",1,459
130,"This is a tough one! As some of you may know I love Tacos! I kept hearing that Itacate was the best place to grab the most authentic tacos in Toronto and obviously I had to give it a try. This little spot is located on St.Claire W and it doubles as a Butcher shop. I walk in and it smells amazing! I love pork tacos and since I can cook all other tacos I decided to get the Carnitas and El pastor. I was so excited and 2 of the saddest looking tacos were brought over. 

Now, looks are not everything so I decided to take a bite. Even though the tacos were super plain I figured if the meat is super flavourful I won't need any sauces. The meats were very chewy, at one point I felt like I was eating leather. Most of the Pork had gooey fat all over it and I just wasn't a fan. I added cilantro, onions and the extra spicy sauce which helped with flavour but the meat was a big issue for me. 

Keep Eating,
Angela",0,130
403,"Cozy, modern, impeccable service, great food. Well located, easy to find parking in front. Everything was perfect !",2,403
383,"This is go to for us before a game. The food is consistently good. Service is also good with a good offering. Considering the area, it's good value for the money. Atmosphere is quite lively. Pizza is very good ... wood fired. Friendly casual environment. Good place to visit even if you're not attending a game.",1,383
